,season,field,p2o5,k2o,humus,ph,crop,region,yield_plan,yield_fact,кг_fert,л_fert,кг_pp,л_pp,fact_plan_diff
2974,2023,62.17.14.015.00,99.0,291.0,5.1,4.7,Яр.пшеница мягкая,Рязань,3.9,0.58,6144155.575,0.0,6.21,151.65625,-3.32
2981,2023,62.17.14.022.00,181.0,511.0,6.1,4.9,Подсолнечник,Рязань,2.5,0.3968424615384616,1112730.48,0.0,8.46,102.564,-2.1031575384615384
2988,2023,62.17.14.029.00,150.0,271.0,5.8,4.7,Подсолнечник,Рязань,2.5,0.95,42856.485,0.0,1.66,24.9925,-1.55
2992,2023,62.17.14.033.00,131.0,303.0,5.3,4.8,Подсолнечник,Рязань,2.5,1.11,2838370.195,0.0,13.52,205.44,-1.39
2994,2023,62.17.14.036.00,203.0,363.0,5.2,4.8,Яр.пшеница мягкая,Рязань,3.9,0.81,1483795.4049999998,0.0,3.15,76.77125000000001,-3.09
962,2023,36.14.07.009.00,86.0,91.0,5.6,6.3,Кукуруза силос,Воронеж,7.5,200.69942415933036,3808058.12,0.0,136.155,328.78000000000003,193.19942415933036
5061,2024,36.14.19.036.00,160.0,230.0,3.7,5.6,Люцерна пр.лет корм,Воронеж,4.5,383.95650358991486,0.0,0.0,0.0,0.0,379.45650358991486
971,2023,36.14.07.020.00,86.0,90.0,5.4,7.1,Соя,Воронеж,2.5,3922.51,113293.48,0.0,0.49,48.91166666666666,3920.01
3026,2023,62.18.04.011.00,161.18,277.06,4.11,5.18,Яр.ячмень,Рязань,3.9,1.86704,1911612.695,0.0,11.28,69.902,-2.03296
3030,2023,62.18.04.015.00,278.0,240.5,5.2,5.7,Яр.пшеница мягкая,Рязань,3.9,1.435,41808.26,0.0,6.25,8.860000000000001,-2.465
5084,2024,36.14.19.056.00,165.0,214.0,4.5,5.8,Люцерна пр.лет корм,Воронеж,4.5,15.361526966678118,0.0,0.0,0.0,7.24,10.861526966678118
989,2023,36.14.07.039.01,63.0,77.0,5.6,6.7,Кукуруза силос,Воронеж,7.5,15.329896324222434,214162.21000000002,0.0,41.39,22.766666666666666,7.8298963242224335
991,2023,36.14.07.040.01,92.0,96.0,5.9,6.0,Кукуруза силос,Воронеж,7.5,59.1199968503937,726813.75,0.0,0.0,0.0,51.6199968503937
993,2023,36.14.07.042.00,80.0,84.0,5.0,6.1,Яр.ячмень,Воронеж,5.0,11.86,11.36,0.0,1.5200000000000002,8.262222222222222,6.859999999999999
3045,2023,62.18.04.032.00,143.29,267.71,5.92,5.46,Кукуруза зерно,Рязань,5.8,4.38742174020212,3614033.5749999997,0.0,265.01,106.0,-1.41257825979788
999,2023,36.14.07.052.01,74.0,89.0,5.7,6.5,Кукуруза силос,Воронеж,7.5,57.45000000000001,541319.6599999999,0.0,0.0,0.0,49.95000000000001
7144,2024,16.13.17.030.02,245.19,216.48,6.86,6.11,Эсп.+костр.пр.лет корм,Татарстан,3.6,10.065,951.14,0.0,0.0,0.0,6.465
1001,2023,36.14.07.054.00,100.0,110.0,6.2,5.9,Кукуруза силос,Воронеж,7.5,16.29,7667.215,0.0,5.375,5.87,8.79
1002,2023,36.14.07.055.00,97.0,103.0,5.4,6.1,Кукуруза силос,Воронеж,7.5,117.7,414703.42500000005,0.0,78.49,43.17333333333334,110.2
7146,2024,16.13.17.033.00,281.27,205.2,7.15,6.04,Эспарцет пр.лет корм,Татарстан,3.6,2.7985060551579086,5874266.75,0.0,0.0,0.0,-0.8014939448420915
3065,2023,62.18.08.003.00,329.0,356.0,4.1,5.85,Кукуруза зерно,Рязань,5.8,4.552978723404256,225141.28,0.0,0.0,48.540000000000006,-1.2470212765957438
3066,2023,62.18.08.004.00,266.4,348.6,5.0,5.08,Яр.пшеница мягкая,Рязань,3.9,1.42,172153.85,0.0,1.5,37.457142857142856,-2.48
7172,2024,16.13.18.022.00,321.0,251.0,8.0,6.9,Кукуруза силос,Татарстан,6.2,6.5551068883610455,200551.735,0.0,0.0,72.97333333333334,0.3551068883610453
3077,2023,62.18.08.014.00,172.61,206.82,4.56,5.14,Соя,Рязань,1.7,14.808560033762397,7203229.555,0.0,3.09,193.79285714285717,13.108560033762398
7185,2024,16.13.18.037.00,143.0,251.0,6.7,7.1,Кукуруза силос,Татарстан,6.2,11.12,2342.5299999999997,0.0,0.0,5.915,4.919999999999999
1044,2023,36.14.11.004.00,157.0,157.0,6.4,6.1,Кукуруза силос,Воронеж,7.5,152.26,803617.3766666666,0.0,108.67,130.4,144.76
5141,2024,36.29.07.004.00,100.0,121.0,3.5,5.2,Оз.пшеница мягкая,Воронеж,2.5,1117.8981218697832,1574239.39,0.0,3.2199999999999998,35.04333333333333,1115.3981218697832
5142,2024,36.29.07.005.00,75.0,118.0,3.5,5.2,Оз.пшеница мягкая,Воронеж,2.5,1027.3236461045465,1753939.12,0.0,7.576666666666667,31.21875,1024.8236461045465
5143,2024,36.29.07.006.00,115.0,135.0,4.0,5.2,Оз.пшеница мягкая,Воронеж,2.5,1101.8325092250923,1018795.05,0.0,15.02,29.951666666666668,1099.3325092250923
1048,2023,36.14.11.006.00,81.0,131.0,6.4,6.4,Кукуруза силос,Воронеж,7.5,12.905470085470084,2398537.25,0.0,221.21,222.968,5.405470085470084
1050,2023,36.14.11.008.00,118.0,97.0,6.6,5.9,Кукуруза силос,Воронеж,7.5,71.55500128040974,174194.67666666667,0.0,50.77,60.9225,64.05500128040974
1051,2023,36.14.11.009.00,66.0,78.0,6.6,6.0,Кукуруза силос,Воронеж,7.5,21.200074812967582,29265.785,0.0,20.85,25.0275,13.700074812967582
1052,2023,36.14.11.010.00,96.0,107.0,7.0,6.2,Кукуруза силос,Воронеж,7.5,9.97,7558.264999999999,0.0,8.87,10.637500000000001,2.4700000000000006
3100,2023,62.22.04.007.00,78.28,277.5,6.8,5.18,Яр.пшеница мягкая,Рязань,4.37,3.18,98873.6,0.0,5.04,1582.3100000000002,-1.19
5155,2024,36.29.07.018.01,148.0,165.0,4.7,5.5,Кукуруза зерно,Воронеж,6.5,283.22948886820814,0.0,0.0,109.0,118.01333333333334,276.72948886820814
5157,2024,36.29.07.022.01,114.0,154.0,4.7,5.5,Соя,Воронеж,2.1,214.5723914160884,0.0,0.0,0.9199999999999999,92.56833333333333,212.4723914160884
1066,2023,36.14.11.026.00,98.0,85.0,6.3,6.6,Кукуруза силос,Воронеж,7.5,30.41279069767442,384189.56666666665,0.0,73.81,81.264,22.91279069767442
3115,2023,62.23.02.003.00,230.17,278.17,3.35,5.61,Кукуруза зерно,Рязань,5.8,4.352361199744735,365079.40499999997,4309.69,0.0,39.754999999999995,-1.4476388002552651
5164,2024,36.29.07.029.00,74.0,160.0,5.1,5.5,Яр.пшеница мягкая,Воронеж,5.0,224.13077794596578,1905913.26,0.0,0.0,151.1557142857143,219.13077794596578
5165,2024,36.29.07.030.01,70.0,158.0,5.4,5.5,Яр.пшеница мягкая,Воронеж,5.0,1746.6466496502171,0.0,0.0,0.0,119.95142857142856,1741.6466496502171
5166,2024,36.29.07.030.02,70.0,158.0,5.4,5.5,Яр.пшеница мягкая,Воронеж,5.0,575.4098360655738,0.0,0.0,0.0,62.546666666666674,570.4098360655738
3116,2023,62.23.02.004.01,326.72,216.88,3.5,5.34,Кукуруза зерно,Рязань,5.8,5.842563636363637,41684.5,0.0,0.0,92.71333333333332,0.0425636363636368
1072,2023,36.14.11.038.00,153.0,190.0,6.6,6.4,Оз.пшеница мягкая,Воронеж,5.6,1459.3434660886842,778028.05,0.0,7.326666666666667,95.27285714285713,1453.7434660886843
5172,2024,36.29.07.037.00,121.0,238.0,4.3,5.6,Подсолнечник кондит.,Воронеж,1.5,1115.4235196195007,1723997.44,0.0,0.0,151.28625,1113.9235196195007
5173,2024,36.29.07.039.00,73.0,139.0,4.7,5.4,Яр.пшеница мягкая,Воронеж,5.0,542.4524163977705,762333.79,0.0,0.0,153.63666666666668,537.4524163977705
5174,2024,36.29.07.041.00,104.0,252.0,4.7,5.6,Яр.пшеница мягкая,Воронеж,5.0,437.1233184381317,1711169.06,0.0,3.06,35.90857142857143,432.1233184381317
5175,2024,36.29.07.042.00,81.0,205.0,4.5,5.5,Яр.пшеница мягкая,Воронеж,5.0,647.4728236184709,1291531.9,0.0,2.29,73.30142857142857,642.4728236184709
1080,2023,36.14.11.045.00,114.0,82.0,6.3,6.0,Оз.пшеница мягкая,Воронеж,5.6,11.2765536971831,576872.3,0.0,4.58,64.39874999999999,5.676553697183101
7222,2024,16.13.19.018.00,358.0,251.0,6.6,6.8,Чечевица зеленая,Татарстан,2.0,0.85,57009.215,0.0,0.0,40.286,-1.15
5178,2024,36.29.07.045.00,119.0,272.0,4.2,5.3,Кукуруза зерно,Воронеж,6.5,3307.329705561614,57576.62333333333,0.0,0.0,16.21,3300.829705561614
3124,2023,62.23.03.005.00,69.71,272.0,5.48,5.25,Чечевица,Рязань,1.9,2.5027861499820596,205987.505,0.0,17.51,196.754,0.6027861499820597
7220,2024,16.13.19.016.00,123.33,491.33,5.5,7.0,Яр.пшеница твёрдая,Татарстан,2.7,1.6665413533834585,384488.105,0.0,15.829999999999998,40.483333333333334,-1.0334586466165416
1086,2023,36.14.11.051.01,61.0,88.0,5.7,6.8,Кукуруза силос,Воронеж,7.5,29.44999230473259,87880.0,0.0,0.0,54.08,21.94999230473259
1087,2023,36.14.11.052.00,93.0,97.0,6.2,5.8,Кукуруза силос,Воронеж,7.5,10.78,13389.566666666666,0.0,13.78,16.5375,3.2799999999999994
1089,2023,36.14.11.054.00,99.0,96.0,6.1,5.8,Кукуруза силос,Воронеж,7.5,9.709980824544584,12963.54,0.0,13.56,16.2725,2.2099808245445836
1090,2023,36.14.11.055.01,82.0,99.0,6.1,6.8,Кукуруза силос,Воронеж,7.5,38.11999999999999,211313.7,0.0,0.0,100.465,30.61999999999999
1092,2023,36.14.12.002.00,48.0,75.0,2.7,4.9,Эсп.+костр.пр.лет корм,Воронеж,4.14,1494.28,0.0,0.0,0.0,0.0,1490.1399999999999
1093,2023,36.14.12.005.00,97.0,86.0,4.9,5.2,Кукуруза зерно,Воронеж,6.51,4208.86,727210.2033333333,11679.47,0.0,144.876,4202.349999999999
3142,2023,62.23.06.014.00,347.8,376.0,4.5,6.0,Люцерна пр.лет корм,Рязань,3.83,0.0,0.0,0.0,0.0,0.0,-3.83
1095,2023,36.14.12.008.00,45.0,48.0,2.0,4.7,Эспарцет пр.лет сем.,Воронеж,0.7,10.66,0.0,0.0,3.8249999999999997,44.996,9.96
1096,2023,36.14.12.009.00,45.0,87.0,3.2,4.9,Эсп.+костр.пр.лет корм,Воронеж,4.14,2281.296230023579,0.0,0.0,0.0,0.0,2277.156230023579
1097,2023,36.14.12.010.00,71.0,74.0,4.7,5.1,Кукуруза зерно,Воронеж,6.51,5814.12,833100.4450000001,9305.49,0.0,101.03,5807.61
1098,2023,36.14.12.011.00,38.0,40.0,2.4,4.8,Эсп.+костр.пр.лет корм,Воронеж,4.14,2635.329636627907,0.0,0.0,0.0,0.0,2631.189636627907
1099,2023,36.14.12.012.00,45.0,56.0,3.1,4.9,Эсп.+костр.пр.лет корм,Воронеж,4.14,2463.39,0.0,0.0,0.0,0.0,2459.25
7240,2024,16.13.19.040.00,89.0,157.0,7.9,5.95,Оз.пшеница мягкая,Татарстан,4.0,1233.1814948540575,82069.66333333333,0.0,2.6366666666666667,30.058,1229.1814948540575
1101,2023,36.14.12.014.00,60.0,62.0,4.4,5.1,Кукуруза зерно,Воронеж,6.51,5687.11,903947.085,0.0,0.0,75.20666666666666,5680.599999999999
3150,2023,62.23.06.027.00,325.3,289.0,4.4,4.8,Кукуруза зерно,Рязань,5.8,3.6233438485804412,9049.926666666666,0.0,10.13,2.03,-2.1766561514195586
1103,2023,36.14.12.016.00,57.0,79.0,3.3,4.9,Кукуруза силос,Воронеж,7.65,7231.639999999999,947423.2949999999,0.0,0.0,114.90333333333335,7223.99
1104,2023,36.14.12.017.00,69.0,86.0,4.9,5.3,Кукуруза зерно,Воронеж,6.51,6435.9,898437.1000000001,9626.11,0.0,131.528,6429.389999999999
1105,2023,36.14.12.018.00,63.0,77.0,4.1,5.0,Кукуруза силос,Воронеж,7.65,3992.4259899328863,621076.5833333334,9974.47,0.0,134.814,3984.775989932886
1106,2023,36.14.12.019.00,87.0,104.0,4.8,5.2,Кукуруза зерно,Воронеж,6.51,5321.17,416524.52,0.0,0.0,92.63666666666666,5314.66
1107,2023,36.14.12.020.00,90.0,100.0,4.6,5.0,Кукуруза силос,Воронеж,7.65,6752.840000000001,1150121.0150000001,0.0,0.0,132.65666666666667,6745.190000000001
1108,2023,36.14.12.021.00,86.0,96.0,5.0,5.2,Кукуруза зерно,Воронеж,6.51,5227.87,872312.4833333334,0.0,0.0,134.06333333333333,5221.36
1109,2023,36.14.12.022.00,81.0,84.0,4.2,5.1,Кукуруза зерно,Воронеж,6.51,5801.07,672752.595,0.0,0.0,100.77,5794.5599999999995
5204,2024,40.04.06.019.02,53.0,111.5,1.7,4.7,Кукуруза силос,Калуга,9.8,12.17,10736.380000000001,0.0,0.0,15.41,2.369999999999999
1111,2023,36.14.12.026.00,81.0,72.0,3.0,5.2,Кукуруза зерно,Воронеж,6.51,5323.07,4733458.350000001,0.0,0.0,209.65,5316.5599999999995
1112,2023,36.14.12.027.00,72.0,59.0,3.5,5.0,Кукуруза зерно,Воронеж,6.51,6271.03,1122101.055,0.0,0.0,100.37333333333333,6264.5199999999995
1113,2023,36.14.12.031.00,62.0,62.0,2.8,4.9,Кукуруза зерно,Воронеж,6.51,5854.25,1593670.4775,0.0,7.89,169.14857142857142,5847.74
1114,2023,36.14.12.032.00,56.0,53.0,2.5,5.0,Кукуруза зерно,Воронеж,6.51,5765.26,2108655.0775,0.0,9.39,201.00571428571428,5758.75
1115,2023,36.14.12.033.00,72.0,59.0,3.0,5.0,Кукуруза зерно,Воронеж,6.51,5627.59,652363.875,0.0,0.0,76.53,5621.08
1116,2023,36.14.12.034.00,100.0,60.0,3.3,5.1,Кукуруза зерно,Воронеж,6.51,5778.18,681001.94,0.0,0.0,35.6,5771.67
1117,2023,36.14.12.037.00,87.0,61.0,2.7,4.7,Эсп.+костр.пр.лет корм,Воронеж,4.14,2939.3050000000003,0.0,0.0,0.0,230.88,2935.1650000000004
3161,2023,62.23.06.042.00,292.3,586.0,4.0,5.6,Люцерна 1 г.ж.корм,Рязань,1.28,0.0,0.0,0.0,0.79,5.445,-1.28
1119,2023,36.14.12.039.00,129.0,166.0,4.7,5.2,Кукуруза силос,Воронеж,7.65,8174.173808790429,1296758.755,0.0,0.0,192.03333333333333,8166.523808790429
1120,2023,36.14.12.044.00,52.0,50.0,2.8,4.8,Кукуруза силос,Воронеж,7.65,5942.136026448363,123481.39666666667,1966.96,2.07,65.646,5934.486026448363
1121,2023,36.14.12.045.00,84.0,80.0,4.2,5.0,Кукуруза силос,Воронеж,7.65,7647.099999999999,1669981.7899999998,0.0,0.0,97.54666666666668,7639.45
1122,2023,36.14.12.046.00,141.0,120.0,4.5,5.0,Кукуруза силос,Воронеж,7.65,8074.52625919869,587600.73,0.0,0.0,222.61,8066.876259198691
1123,2023,36.14.12.048.00,54.0,57.0,3.0,4.9,Кукуруза силос,Воронеж,7.65,5213.05,65481.6925,1332.43,1.7,54.034000000000006,5205.400000000001
1124,2023,36.14.12.049.00,62.0,61.0,2.8,4.8,Кукуруза силос,Воронеж,7.65,3772.9500000000003,154478.66666666666,2482.47,2.31,105.52499999999999,3765.3
1125,2023,36.14.12.050.00,77.0,76.0,3.5,5.0,Одн.тр.озимая тритикале корм,Воронеж,4.95,391.64000000000004,1312510.16,0.0,3.91,232.95000000000002,386.69000000000005
1126,2023,36.14.12.051.02,135.0,150.0,3.8,5.1,Кукуруза зерно,Воронеж,6.51,5509.68,0.0,0.0,0.0,0.0,5503.17
1127,2023,36.14.12.052.00,116.0,102.0,4.4,5.6,Оз.тритикале,Воронеж,3.15,1126.7727789994503,2107912.45,0.0,4.97,198.636,1123.6227789994502
1128,2023,36.14.12.053.00,54.0,52.0,3.0,4.8,Кукуруза силос,Воронеж,7.65,4422.990000000001,21756.02333333333,349.71,0.87,36.699999999999996,4415.340000000001
1129,2023,36.14.12.055.00,96.0,68.0,4.4,5.2,Кукуруза силос,Воронеж,7.65,6702.183279500644,4464892.9799999995,0.0,0.0,290.384,6694.533279500644
1130,2023,36.14.12.056.00,90.0,88.0,4.1,5.1,Кукуруза силос,Воронеж,7.65,6322.3975238575385,3243799.5333333337,150369.69,0.0,721.995,6314.747523857539
7270,2024,72.22.02.040.00,410.6,211.0,4.2,5.2,Люцерна пр.лет корм,Тюмень,4.5,0.0,0.0,0.0,0.0,0.0,-4.5
1132,2023,36.14.12.059.00,46.0,70.0,3.2,5.2,Эсп.+костр.пр.лет корм,Воронеж,4.14,2916.5099999999998,0.0,0.0,0.0,0.0,2912.37
1133,2023,36.14.12.065.01,71.0,69.5,2.65,6.8,Кукуруза силос,Воронеж,7.65,9053.628832543885,838291.04,10047.12,0.0,161.74333333333334,9045.978832543886
1134,2023,36.14.12.065.02,71.0,69.5,2.65,6.8,Люцерна пр.лет корм,Воронеж,5.49,519.22,0.0,0.0,0.0,0.0,513.73
1135,2023,36.14.12.066.00,85.0,87.0,4.1,5.1,Одн.тр.озимая тритикале корм,Воронеж,4.95,142.89584487534626,3687027.0,0.0,5.23,35.0525,137.94584487534627
7275,2024,72.22.02.046.00,297.6,121.0,3.1,5.27,Яр.ячмень,Тюмень,3.5,1.3050000000000002,145.1,0.0,0.0,0.0,-2.195
1137,2023,36.14.12.069.00,166.0,141.0,3.9,5.9,Одн.тр.озимая тритикале корм,Воронеж,4.95,714.145,1117368.73,0.0,3.61,22.093333333333334,709.1949999999999
1138,2023,36.14.12.070.00,119.0,84.0,3.1,6.0,Оз.тритикале,Воронеж,3.15,1319.9399883855983,26769.93,0.0,0.0,31.7125,1316.7899883855982
1139,2023,36.14.12.071.00,114.0,125.0,3.9,5.5,Эсп.+костр.пр.лет корм,Воронеж,4.14,2444.96,0.0,0.0,0.0,1462.31,2440.82
1140,2023,36.14.12.072.00,125.0,136.0,4.7,5.6,Кукуруза силос,Воронеж,7.65,6084.3,953904.545,6655.15,3.8,94.93714285714285,6076.650000000001
3186,2023,62.23.06.062.00,288.48,265.62,4.8,5.3,Кукуруза зерно,Рязань,5.8,9.253924268502582,2268289.92,0.0,0.0,173.72,3.4539242685025817
1142,2023,36.14.12.074.00,84.0,106.0,4.0,5.0,Одн.тр.озимая тритикале корм,Воронеж,4.95,214.39,648242.6599999999,0.0,8.78,139.12333333333333,209.44
1143,2023,36.14.12.075.00,130.0,117.0,3.3,6.3,Кукуруза силос,Воронеж,7.65,7034.08,432717.4466666667,4528.75,3.13,99.61,7026.43
1144,2023,36.14.12.076.00,161.0,142.0,4.1,5.2,Эсп.+костр.пр.лет корм,Воронеж,4.14,3369.8300000000004,0.0,0.0,0.0,0.0,3365.6900000000005
1145,2023,36.14.12.077.00,87.0,125.0,3.8,5.5,Эспарцет пр.лет сем.,Воронеж,0.7,230.16,0.0,0.0,4.54,57.196666666666665,229.46
1146,2023,36.14.12.078.00,179.0,192.0,5.0,6.2,Кукуруза силос,Воронеж,7.65,4529.76,56920.604999999996,0.0,1.05,22.055000000000003,4522.110000000001
1147,2023,36.14.12.079.00,96.0,125.0,3.8,5.3,Кукуруза силос,Воронеж,7.65,7526.83,1331664.8966666667,0.0,5.72,120.23,7519.18
1148,2023,36.14.12.082.00,99.0,83.0,2.3,5.4,Одн.тр.озимая тритикале корм,Воронеж,4.95,172.78,60780.785,0.0,0.75,44.836666666666666,167.83
1149,2023,36.14.12.083.00,69.0,57.0,2.0,4.9,Одн.тр.озимая тритикале корм,Воронеж,4.95,552.675,6367.985000000001,0.0,0.25,14.516666666666666,547.7249999999999
1150,2023,36.14.12.084.00,56.0,80.0,2.6,5.3,Одн.тр.озимая тритикале корм,Воронеж,4.95,291.15,139314.24,0.0,1.14,67.88333333333334,286.2
1151,2023,36.14.12.085.01,66.0,67.0,3.65,5.9,Кукуруза силос,Воронеж,7.65,7034.08,54912.0,0.0,1.04,21.666666666666668,7026.43
1152,2023,36.14.12.085.02,66.0,67.0,3.65,5.9,Эсп.+костр.пр.лет корм,Воронеж,4.14,1416.5699216817807,0.0,0.0,0.0,0.0,1412.4299216817806
1153,2023,36.14.12.086.00,149.0,99.0,3.4,5.6,Кукуруза силос,Воронеж,7.65,12345.51,5228.785,0.0,0.35,7.258333333333333,12337.86
1154,2023,36.14.12.087.01,107.0,158.0,3.0,5.1,Кукуруза силос,Воронеж,7.65,7069.63,13554.795,0.0,0.56,11.688333333333333,7061.9800000000005
1155,2023,36.14.12.087.02,107.0,158.0,3.0,5.1,Кукуруза зерно,Воронеж,6.51,1491.8499999999997,128002.495,0.0,0.0,26.433333333333337,1485.3399999999997
1156,2023,36.14.12.088.00,76.0,90.0,3.7,5.1,Кукуруза силос,Воронеж,7.65,5583.0,179897.2,0.0,1.89,39.21666666666667,5575.35
1158,2023,36.14.12.090.00,117.0,113.0,3.2,5.1,Кукуруза силос,Воронеж,7.65,7027.170000000001,943750.1000000001,0.0,4.68,148.844,7019.520000000001
1159,2023,36.14.12.091.00,121.0,110.0,2.9,5.1,Кукуруза силос,Воронеж,7.65,6756.779999999999,1021575.85,0.0,5.08,161.66199999999998,6749.129999999999
1160,2023,36.14.12.094.00,90.0,136.0,4.3,5.9,Кукуруза силос,Воронеж,7.65,7180.746467474414,1315259.42,0.0,0.0,86.57,7173.096467474415
1161,2023,36.14.12.095.00,52.0,71.0,4.3,5.8,Кукуруза силос,Воронеж,7.65,7324.046827906976,84129.5,0.0,0.0,26.09,7316.396827906977
1162,2023,36.14.12.097.00,72.0,94.0,3.0,5.2,Эсп.+костр.пр.лет корм,Воронеж,4.14,2980.894389116365,77252.5,0.0,0.0,0.0,2976.754389116365
1163,2023,36.14.12.098.00,127.0,136.0,4.7,5.7,Кукуруза силос,Воронеж,7.65,7597.2992848180675,4289701.52,0.0,10.36,317.7383333333333,7589.649284818068
1164,2023,36.14.12.099.00,51.0,80.0,2.8,5.0,Эсп.+костр.пр.лет корм,Воронеж,4.14,2487.515124485395,0.0,0.0,0.0,0.0,2483.375124485395
1165,2023,36.14.12.100.00,54.0,95.0,2.7,5.0,Эсп.+костр.пр.лет корм,Воронеж,4.14,2617.19,0.0,0.0,0.0,0.0,2613.05
1166,2023,36.14.12.101.00,77.0,168.0,3.1,5.3,Эсп.+костр.пр.лет корм,Воронеж,4.14,3297.3633333333332,0.0,0.0,0.0,0.0,3293.2233333333334
1167,2023,36.14.12.102.00,54.0,76.0,2.5,4.9,Эсп.+костр.пр.лет корм,Воронеж,4.14,2729.8596769527476,0.0,0.0,0.0,0.0,2725.7196769527477
1168,2023,36.14.12.103.00,62.0,82.0,3.3,5.2,Эсп.+костр.пр.лет корм,Воронеж,4.14,2292.8744046553265,83346.25,0.0,0.0,0.0,2288.7344046553267
1169,2023,36.14.12.104.00,65.0,110.0,2.8,5.1,Эсп.+костр.пр.лет корм,Воронеж,4.14,2557.933333333334,0.0,0.0,0.0,0.0,2553.793333333334
1170,2023,36.14.12.105.00,115.0,197.0,3.4,5.9,Эсп.+костр.пр.лет корм,Воронеж,4.14,2316.7633333333333,0.0,0.0,0.0,0.0,2312.6233333333334
1171,2023,36.14.12.109.00,71.0,119.0,3.8,5.1,Эсп.+костр.пр.лет корм,Воронеж,4.14,3055.383251061876,0.0,0.0,0.0,0.0,3051.243251061876
1172,2023,36.14.12.110.00,73.0,118.0,4.1,5.5,Эсп.+костр.пр.лет корм,Воронеж,4.14,3043.733333333333,0.0,0.0,0.0,0.0,3039.5933333333332
1173,2023,36.14.12.113.00,158.2,54.3,4.7,6.9,Луг,Воронеж,2.0,1876.8149999999998,0.0,0.0,0.0,0.0,1874.8149999999998
1174,2023,36.14.12.115.00,90.0,104.0,2.8,5.3,Эсп.+костр.пр.лет корм,Воронеж,4.14,4026.505598693759,0.0,0.0,0.0,0.0,4022.3655986937592
1175,2023,36.14.12.116.00,84.0,157.0,3.4,5.8,Эсп.+костр.пр.лет корм,Воронеж,4.14,3785.3133333333335,0.0,0.0,0.0,0.0,3781.1733333333336
1176,2023,36.14.12.117.00,105.0,64.0,1.7,5.1,Эсп.+костр.пр.лет корм,Воронеж,4.14,1290.329553461696,0.0,0.0,0.0,0.0,1286.1895534616958
1177,2023,36.14.13.001.00,211.0,279.0,4.5,5.7,Оз.пшеница мягкая,Воронеж,5.51,2.4550000000000005,10178.965,0.0,0.24,2.946,-3.0549999999999993
3217,2023,62.24.07.004.00,86.0,317.0,7.3,5.2,Люцерна 1 г.ж.корм,Рязань,1.3,0.0,0.0,0.0,11.39,79.69,-1.3
3231,2023,62.24.11.011.01,58.0,301.0,3.5,4.6,Яр.пшеница мягкая,Рязань,3.9,1.06,76829.52666666667,0.0,0.95,22.7575,-2.84
3238,2023,62.24.11.036.00,207.0,408.0,6.3,4.8,Одн.тр.овёс корм,Рязань,3.3,2.04,4995744.7,0.0,5.2,38.14333333333334,-1.2599999999999998
5291,2024,40.14.03.016.00,318.0,55.0,1.5,7.1,Кл.кр.+тим.пр.лет корм,Калуга,6.0,6.28,0.0,0.0,0.0,0.0,0.28000000000000025
5302,2024,40.14.03.027.00,287.0,39.0,1.6,4.9,Оз.пшеница мягкая,Калуга,5.0,2.345,9795.224999999999,0.0,0.0,3.592,-2.655
1223,2023,36.14.15.007.00,57.0,74.0,4.1,5.4,Подсолнечник,Воронеж,2.6,555.515,0.0,2535.14,40.949999999999996,51.66833333333333,552.915
4314,2024,36.05.10.004.02,78.0,119.0,5.1,6.6,Кукуруза силос,Воронеж,7.5,9514.015000000001,18695.43,0.0,0.0,5.66,9506.515000000001
5362,2024,40.14.06.005.00,37.0,48.0,1.9,5.1,Кукуруза силос,Калуга,9.8,12.701090816844241,1373679.775,0.0,0.0,153.74,2.90109081684424
5365,2024,40.14.06.008.00,48.0,57.0,1.7,4.7,Кукуруза силос,Калуга,9.8,9.869421654337593,439801.515,0.0,0.0,87.0,0.06942165433759229
5375,2024,40.14.07.004.00,114.0,253.0,1.1,5.5,Кукуруза силос,Калуга,9.8,16.261876804619828,104835.41500000001,0.0,0.0,99.1,6.461876804619827
3328,2023,63.21.06.057.00,165.88,275.0,9.5,6.9,Яр.ячмень,Самара,3.0,1.13,408166.855,0.0,10.55,50.198,-1.87
6361,2024,54.28.11.017.01,210.1,193.0,2.5,5.0,Кукуруза силос,Новосибирск,8.5,5664.872047506598,1114449.295,10106.46,0.0,140.39,5656.372047506598
5381,2024,40.14.07.011.00,106.0,163.0,1.8,5.1,Кукуруза силос,Калуга,9.8,10.25,0.0,0.0,0.0,205.26,0.4499999999999993
5382,2024,40.14.07.013.01,129.0,310.0,1.7,5.9,Кукуруза силос,Калуга,9.8,12.89,0.0,0.0,0.0,0.0,3.09
5380,2024,40.14.07.010.00,168.0,292.0,1.9,5.9,Кукуруза силос,Калуга,9.8,8.67,926601.65,0.0,0.0,233.23,-1.1300000000000008
3337,2023,47.22.06.001.02,475.0,384.0,4.9,6.0,Кукуруза силос,СПб,5.4,2.7700000000000005,10264929.48,0.0,0.0,1938.78,-2.63
5388,2024,40.14.07.020.00,126.0,236.0,2.1,5.4,Люцерна пр.лет корм,Калуга,6.3,35.20572615296477,1435936.425,0.0,0.0,0.0,28.90572615296477
3342,2023,47.22.06.007.00,377.4,182.4,3.54,5.36,Кукуруза силос,СПб,5.4,3.2099999999999995,27233629.28,0.0,0.0,4236.18,-2.190000000000001
3343,2023,47.22.06.008.01,301.0,208.0,3.7,5.2,Кукуруза силос,СПб,5.4,4.74,3855530.706666667,0.0,0.0,2409.43,-0.6600000000000001
