,season,field,inv_item_name,inv_item_weight,inv_item_unit,inv_item_dose,inv_item_date,yield_fact
2928,2023,46.28.17.038.00,Удобрение 57,407680.0,кг,130.0,2023-04-20,4.64375
14037,2024,46.28.17.039.00,Удобрение 13,493292.8,кг,130.0,2024-04-05,3.4271428571428575
14038,2024,46.28.17.039.00,Удобрение 13,530817.3,кг,130.0,2024-04-05,3.4271428571428575
14039,2024,46.28.17.039.00,Удобрение 13,668129.29,кг,130.0,2024-04-05,3.4271428571428575
14040,2024,46.28.17.039.00,Удобрение 13,525844.8,кг,130.0,2024-04-05,3.4271428571428575
14480,2024,46.28.17.039.00,Удобрение 57,1395284.8,кг,130.0,2024-04-12,3.4271428571428575
14481,2024,46.28.17.039.00,Удобрение 57,502787.49,кг,130.0,2024-04-12,3.4271428571428575
14482,2024,46.28.17.039.00,Удобрение 57,1173250.0,кг,130.0,2024-04-12,3.4271428571428575
16826,2024,46.28.17.039.00,Удобрение 57,562682.13,кг,130.0,2024-05-11,3.4271428571428575
16827,2024,46.28.17.039.00,Удобрение 57,325000.0,кг,130.0,2024-05-11,3.4271428571428575
16828,2024,46.28.17.039.00,Удобрение 57,468000.0,кг,130.0,2024-05-11,3.4271428571428575
16829,2024,46.28.17.039.00,Удобрение 57,939250.0,кг,130.0,2024-05-11,3.4271428571428575
1593,2023,46.28.17.040.00,Удобрение 57,159250.0,кг,130.0,2023-03-30,3.575714285714286
1594,2023,46.28.17.040.00,Удобрение 57,229320.0,кг,130.0,2023-03-30,3.575714285714286
1595,2023,46.28.17.040.00,Удобрение 57,192292.31,кг,130.0,2023-03-30,3.575714285714286
1596,2023,46.28.17.040.00,Удобрение 57,159250.0,кг,130.0,2023-03-30,3.575714285714286
1597,2023,46.28.17.040.00,Удобрение 57,229320.0,кг,130.0,2023-03-30,3.575714285714286
6583,2023,46.28.17.040.00,Удобрение 57,1300000.0,кг,130.0,2023-05-22,3.575714285714286
6584,2023,46.28.17.040.00,Удобрение 57,1111350.71,кг,130.0,2023-05-22,3.575714285714286
11016,2024,46.28.17.040.00,Удобрение 36,1455714.98,кг,221.0,2023-09-15,
11017,2024,46.28.17.040.00,Удобрение 36,2737679.49,кг,221.0,2023-09-15,
11491,2024,46.28.17.040.00,Удобрение 19,1100320.0,кг,130.0,2023-09-28,
11492,2024,46.28.17.040.00,Удобрение 36,2230378.76,кг,221.0,2023-09-28,
11493,2024,46.28.17.040.00,Удобрение 19,1311987.51,кг,130.0,2023-09-28,
11540,2024,46.28.17.040.00,Удобрение 36,552500.0,кг,221.0,2023-09-29,
12420,2024,46.28.17.040.00,Удобрение 16,6019138.39,кг,162.5,2023-10-14,
2020,2023,46.28.17.041.00,Удобрение 15,126360.0,т,390.0,2023-04-07,0.0
2021,2023,46.28.17.041.00,Удобрение 15,126360.0,т,390.0,2023-04-07,0.0
2022,2023,46.28.17.041.00,Удобрение 15,126360.0,т,390.0,2023-04-07,0.0
2023,2023,46.28.17.041.00,Удобрение 15,126360.0,т,390.0,2023-04-07,0.0
2024,2023,46.28.17.041.00,Удобрение 15,80758.12,т,390.0,2023-04-07,0.0
14578,2024,46.28.17.041.00,Удобрение 57,243623.13,кг,130.0,2024-04-13,2.3514285714285714
14579,2024,46.28.17.041.00,Удобрение 57,241489.3,кг,130.0,2024-04-13,2.3514285714285714
16830,2024,46.28.17.041.00,Удобрение 57,970220.17,кг,130.0,2024-05-11,2.3514285714285714
18596,2024,46.28.17.041.00,Удобрение 4,43964.97,кг,130.0,2024-06-11,2.3514285714285714
18597,2024,46.28.17.041.00,Удобрение 4,601120.0,кг,130.0,2024-06-11,2.3514285714285714
1598,2023,46.28.17.042.00,Удобрение 57,78159.95,кг,130.0,2023-03-30,5.01
1599,2023,46.28.17.042.00,Удобрение 57,81250.0,кг,130.0,2023-03-30,5.01
1600,2023,46.28.17.042.00,Удобрение 57,81250.0,кг,130.0,2023-03-30,5.01
1601,2023,46.28.17.042.00,Удобрение 57,81250.0,кг,130.0,2023-03-30,5.01
1602,2023,46.28.17.042.00,Удобрение 57,81250.0,кг,130.0,2023-03-30,5.01
5805,2023,46.28.17.042.00,Удобрение 15,133120.0,т,130.0,2023-05-16,5.01
5806,2023,46.28.17.042.00,Удобрение 57,101920.0,кг,130.0,2023-05-16,5.01
5807,2023,46.28.17.042.00,Удобрение 15,137481.55,т,130.0,2023-05-16,5.01
5808,2023,46.28.17.042.00,Удобрение 57,133120.0,кг,130.0,2023-05-16,5.01
11037,2024,46.28.17.042.00,Удобрение 36,782921.32,кг,221.0,2023-09-16,
11038,2024,46.28.17.042.00,Удобрение 36,933725.0,кг,221.0,2023-09-16,
11541,2024,46.28.17.042.00,Удобрение 19,492012.35,кг,130.0,2023-09-29,
11542,2024,46.28.17.042.00,Удобрение 19,515970.0,кг,130.0,2023-09-29,
11920,2024,46.28.17.042.00,Удобрение 16,2519599.94,кг,162.5,2023-10-04,
7154,2023,47.22.06.001.02,Удобрение 57,10264929.48,кг,11700.0,2023-05-27,2.77
17035,2024,47.22.06.001.02,Удобрение 10,3421643.16,кг,3900.0,2024-05-15,
374,2023,47.22.06.002.00,Удобрение 49,1057044.81,т,1418.3,2022-08-22,0.45499999999999996
375,2023,47.22.06.002.00,Удобрение 49,958770.8,т,1418.3,2022-08-22,0.45499999999999996
999,2023,47.22.06.002.00,Удобрение 49,513552000.0,т,1283880.0,2023-01-17,0.45499999999999996
1000,2023,47.22.06.002.00,Удобрение 49,770328000.0,т,1925820.0,2023-01-17,0.45499999999999996
4163,2023,47.22.06.002.00,Удобрение 57,18465785.0,кг,6500.0,2023-05-05,0.45499999999999996
13107,2024,47.22.06.002.00,Удобрение 31,2255210100.0,кг,2070900.0,2023-11-19,
4164,2023,47.22.06.003.00,Удобрение 57,31135356.72,кг,7800.0,2023-05-05,0.32125
392,2023,47.22.06.005.00,Удобрение 49,470593.58,т,1097.2,2022-08-24,0.29777777777777775
393,2023,47.22.06.005.00,Удобрение 49,483865.2,т,1097.2,2022-08-24,0.29777777777777775
4165,2023,47.22.06.005.00,Удобрение 57,9046565.32,кг,5200.0,2023-05-05,0.29777777777777775
12794,2024,47.22.06.005.00,Удобрение 49,415480.0,т,1038.7,2023-10-26,0.806
12795,2024,47.22.06.005.00,Удобрение 49,11980.8,т,332.8,2023-10-26,0.806
12796,2024,47.22.06.005.00,Удобрение 49,256355.42,т,1038.7,2023-10-26,0.806
13189,2024,47.22.06.005.00,Удобрение 31,2282753200.0,кг,1974700.0,2024-01-25,0.806
7493,2023,47.22.06.006.00,Удобрение 10,20654654.8,кг,13000.0,2023-05-31,3.05
17255,2024,47.22.06.006.00,Удобрение 10,8261861.92,кг,5200.0,2024-05-19,
7494,2023,47.22.06.007.00,Удобрение 10,27233629.28,кг,14300.0,2023-05-31,3.21
17256,2024,47.22.06.007.00,Удобрение 10,9903137.92,кг,5200.0,2024-05-19,
6368,2023,47.22.06.008.01,Удобрение 50,2419.04,т,151.19,2023-05-20,4.74
6369,2023,47.22.06.008.01,Удобрение 50,2419.04,т,151.19,2023-05-20,4.74
6494,2023,47.22.06.008.01,Удобрение 49,111210.94,т,711.75,2023-05-21,4.74
6495,2023,47.22.06.008.01,Удобрение 49,111210.94,т,711.75,2023-05-21,4.74
7495,2023,47.22.06.008.01,Удобрение 10,11339332.16,кг,10400.0,2023-05-31,4.74
12604,2024,47.22.06.008.01,Удобрение 49,2387640.34,т,2649.4,2023-10-18,
12647,2024,47.22.06.008.01,Удобрение 49,4329.0,т,481.0,2023-10-19,
16976,2024,47.22.06.008.01,Удобрение 10,4677474.52,кг,4290.0,2024-05-14,
17036,2024,47.22.06.008.02,Удобрение 10,8741.2,кг,520.0,2024-05-15,
9362,2023,47.22.06.009.00,Удобрение 57,41523322.75,кг,9100.0,2023-06-30,0.22749999999999998
190,2023,47.22.06.010.00,Удобрение 31,299192.99,м3,585.78,2022-07-29,3.28
191,2023,47.22.06.010.00,Удобрение 31,5200.0,м3,208.0,2022-07-29,3.28
192,2023,47.22.06.010.00,Удобрение 31,189792.72,м3,585.78,2022-07-29,3.28
193,2023,47.22.06.010.00,Удобрение 31,5410.08,м3,208.0,2022-07-29,3.28
206,2023,47.22.06.010.00,Удобрение 31,291302.54,м3,585.78,2022-07-30,3.28
6496,2023,47.22.06.010.00,Удобрение 49,5085118.41,т,2349.75,2023-05-21,3.28
6497,2023,47.22.06.010.00,Удобрение 49,5085118.41,т,2349.75,2023-05-21,3.28
7496,2023,47.22.06.010.00,Удобрение 10,258827603.84,кг,29900.0,2023-05-31,3.28
16977,2024,47.22.06.010.00,Удобрение 10,104656378.94,кг,12090.0,2024-05-14,
986,2023,47.22.06.013.00,Удобрение 49,49754.25,т,614.25,2022-12-27,0.35250000000000004
987,2023,47.22.06.013.00,Удобрение 49,49754.25,т,614.25,2022-12-27,0.35250000000000004
9363,2023,47.22.06.013.00,Удобрение 57,44107194.04,кг,9100.0,2023-06-30,0.35250000000000004
970,2023,47.22.06.014.00,Удобрение 49,680524.99,т,1352.65,2022-12-05,0.345
971,2023,47.22.06.014.00,Удобрение 49,680524.99,т,1352.65,2022-12-05,0.345
9364,2023,47.22.06.014.00,Удобрение 57,13086559.85,кг,6500.0,2023-06-30,0.345
16112,2024,47.22.06.014.00,Удобрение 57,11743878.81,кг,5833.1,2024-04-30,
5232,2023,47.22.06.015.00,Удобрение 38,78194660.12,кг,20049.9,2023-05-13,0.75
947,2023,47.22.06.016.00,Удобрение 49,660132.04,т,1195.35,2022-11-25,0.26875
948,2023,47.22.06.016.00,Удобрение 49,660132.04,т,1195.35,2022-11-25,0.26875
9262,2023,47.22.06.016.00,Удобрение 49,11232.0,т,312.0,2023-06-27,0.26875
9263,2023,47.22.06.016.00,Удобрение 49,11232.0,т,312.0,2023-06-27,0.26875
9365,2023,47.22.06.016.00,Удобрение 57,2871700.0,кг,1300.0,2023-06-30,0.26875
16198,2024,47.22.06.016.00,Удобрение 57,13496990.0,кг,6110.0,2024-05-01,
808,2023,47.22.06.018.00,Удобрение 49,56772038.38,т,5174.0,2022-10-23,0.3255555555555556
913,2023,47.22.06.018.00,Удобрение 49,739076.0,т,1847.69,2022-11-14,0.3255555555555556
914,2023,47.22.06.018.00,Удобрение 49,122961.41,т,1016.21,2022-11-14,0.3255555555555556
4574,2023,47.22.06.018.00,Удобрение 15,142643.31,т,13.0,2023-05-08,0.3255555555555556
10053,2023,47.22.06.018.00,Удобрение 49,28518.75,т,507.0,2023-07-21,0.3255555555555556
10054,2023,47.22.06.018.00,Удобрение 49,26105.63,т,464.1,2023-07-21,0.3255555555555556
12421,2023,47.22.06.018.00,Удобрение 49,62.4,т,62.4,2023-10-14,0.3255555555555556
12422,2023,47.22.06.018.00,Удобрение 49,62.4,т,62.4,2023-10-14,0.3255555555555556
11802,2024,47.22.06.018.00,Удобрение 49,32853.6,т,405.6,2023-10-03,
11803,2024,47.22.06.018.00,Удобрение 31,36030.92,кг,1169.74,2023-10-03,
11804,2024,47.22.06.018.00,Удобрение 49,6705318.73,т,1733.16,2023-10-03,
734,2023,47.22.06.019.00,Удобрение 49,451343.75,т,722.15,2022-10-09,0.1825
735,2023,47.22.06.019.00,Удобрение 49,451343.75,т,722.15,2022-10-09,0.1825
13054,2024,47.22.06.019.00,Удобрение 31,5701810400.0,кг,2945150.0,2023-11-11,0.625
13055,2024,47.22.06.019.00,Удобрение 31,5701810400.0,кг,2945150.0,2023-11-11,0.625
13163,2024,47.22.06.019.00,Удобрение 31,5783127154.74,кг,2878850.0,2023-12-20,0.625
13164,2024,47.22.06.019.00,Удобрение 31,5783127154.74,кг,2878850.0,2023-12-20,0.625
603,2023,47.22.06.020.00,Удобрение 14,597412.93,кг,130.0,2022-09-11,0.322
3877,2023,47.22.06.020.00,Удобрение 15,80997.53,т,17.63,2023-05-03,0.322
10478,2024,47.22.06.020.00,Удобрение 49,175718.4,т,686.4,2023-08-13,0.5475
10479,2024,47.22.06.020.00,Удобрение 49,263577.6,т,1029.6,2023-08-13,0.5475
10536,2024,47.22.06.020.00,Удобрение 10,59741293.3,кг,13000.0,2023-08-18,0.5475
14041,2024,47.22.06.020.00,Удобрение 57,59741293.3,кг,13000.0,2024-04-05,0.5475
425,2023,47.22.06.021.00,Удобрение 49,191474.4,т,530.4,2022-08-26,0.325
426,2023,47.22.06.021.00,Удобрение 49,191474.4,т,530.4,2022-08-26,0.325
604,2023,47.22.06.021.00,Удобрение 14,206600.69,кг,143.0,2022-09-11,0.325
3878,2023,47.22.06.021.00,Удобрение 15,14277.89,т,9.88,2023-05-03,0.325
10537,2024,47.22.06.021.00,Удобрение 10,11269128.78,кг,7800.0,2023-08-18,0.195
14042,2024,47.22.06.021.00,Удобрение 57,10330034.72,кг,7150.0,2024-04-05,0.195
1004,2023,47.22.06.022.01,Удобрение 49,41014.35,т,506.35,2023-02-08,1.535
1005,2023,47.22.06.022.01,Удобрение 49,41014.35,т,506.35,2023-02-08,1.535
5404,2023,47.22.06.022.01,Удобрение 38,418856685.81,кг,35672.0,2023-05-14,1.535
11654,2024,47.22.06.022.01,Удобрение 49,5645991.15,т,620.88,2023-10-01,
11655,2024,47.22.06.022.01,Удобрение 49,157393.08,т,931.32,2023-10-01,
14195,2024,47.22.06.022.01,Удобрение 49,446875.0,т,715.0,2024-04-09,
16199,2024,47.22.06.022.01,Удобрение 57,158674025.11,кг,13513.5,2024-05-01,
5233,2023,47.22.06.022.02,Удобрение 38,1820479.23,кг,5720.0,2023-05-13,0.648
12876,2024,47.22.06.022.02,Удобрение 12,92976.73,кг,292.14,2023-10-31,
17841,2024,47.22.06.022.02,Удобрение 38,1402182.75,кг,4405.7,2024-05-28,
5234,2023,47.22.06.022.03,Удобрение 38,22714.12,кг,1300.0,2023-05-13,0.9766666666666667
16200,2024,47.22.06.022.03,Удобрение 57,9494.5,кг,543.4,2024-05-01,
974,2023,47.22.06.023.00,Удобрение 49,989187.84,т,1294.8,2022-12-13,0.31555555555555553
975,2023,47.22.06.023.00,Удобрение 49,989187.84,т,1294.8,2022-12-13,0.31555555555555553
1008,2023,47.22.06.023.00,Удобрение 49,1175902.01,т,1539.2,2023-02-16,0.31555555555555553
1009,2023,47.22.06.023.00,Удобрение 49,1175902.01,т,1539.2,2023-02-16,0.31555555555555553
952,2023,47.22.06.024.00,Удобрение 49,776400.66,т,1216.8,2022-11-30,0.0
953,2023,47.22.06.024.00,Удобрение 49,776400.66,т,1216.8,2022-11-30,0.0
1319,2023,47.22.06.024.00,Удобрение 49,206005.8,т,1051.05,2023-03-23,0.0
1320,2023,47.22.06.024.00,Удобрение 49,206005.8,т,1051.05,2023-03-23,0.0
13208,2024,47.22.06.024.00,Удобрение 49,13977.16,т,33.19,2024-02-05,0.0
13209,2024,47.22.06.024.00,Удобрение 49,29874.78,т,33.19,2024-02-05,0.0
667,2023,47.22.06.025.01,Удобрение 49,66492.85,т,629.2,2022-09-27,
6585,2023,47.22.06.025.01,Удобрение 49,253391.46,т,1002.3,2023-05-22,
6586,2023,47.22.06.025.01,Удобрение 49,253391.46,т,1002.3,2023-05-22,
9068,2023,47.22.06.025.01,Удобрение 49,2150742.65,т,2125.5,2023-06-22,
11169,2024,47.22.06.025.01,Удобрение 49,35380.8,т,436.8,2023-09-20,
11170,2024,47.22.06.025.01,Удобрение 49,947.7,т,11.7,2023-09-20,
17538,2024,47.22.06.025.01,Удобрение 10,3591148.28,кг,3549.0,2024-05-23,
10574,2023,47.22.06.025.02,Удобрение 49,1645.84,т,214.5,2023-08-21,
10581,2023,47.22.06.025.02,Удобрение 49,2194.45,т,286.0,2023-08-22,
17539,2024,47.22.06.025.02,Удобрение 10,6024.76,кг,785.2,2024-05-23,
6908,2023,47.22.06.026.00,Удобрение 49,37134.08,т,521.3,2023-05-25,
6909,2023,47.22.06.026.00,Удобрение 49,37134.08,т,521.3,2023-05-25,
10551,2023,47.22.06.026.00,Удобрение 49,43801.54,т,614.9,2023-08-19,
10552,2023,47.22.06.026.00,Удобрение 49,43801.54,т,614.9,2023-08-19,
995,2023,47.22.06.027.00,Удобрение 49,6658193.75,т,2951.0,2023-01-12,0.18555555555555558
996,2023,47.22.06.027.00,Удобрение 49,8446499.75,т,2951.0,2023-01-12,0.18555555555555558
12514,2024,47.22.06.027.00,Удобрение 31,34538400.0,кг,426400.0,2023-10-16,
12839,2024,47.22.06.027.00,Удобрение 12,3060512.43,кг,267.27,2023-10-29,
17777,2024,47.22.06.027.00,Удобрение 38,302671954.67,кг,26431.6,2024-05-27,
12854,2024,47.22.06.028.00,Удобрение 12,2724529.62,кг,273.55,2023-10-30,
17476,2024,47.22.06.028.00,Удобрение 49,3113337.5,т,2541.5,2024-05-22,
17978,2024,47.22.06.028.00,Удобрение 38,245520962.02,кг,24650.6,2024-05-30,
18177,2024,47.22.06.029.00,Удобрение 37,271718413.26,кг,23552.1,2024-06-02,
12829,2024,47.22.06.029.01,Удобрение 12,2509508.71,кг,269.37,2023-10-28,
12830,2024,47.22.06.029.02,Удобрение 12,28470.28,кг,237.45,2023-10-28,
7155,2023,47.22.06.030.00,Удобрение 57,11203991.25,кг,12139.4,2023-05-27,1.25
17257,2024,47.22.06.030.00,Удобрение 10,3599483.16,кг,3900.0,2024-05-19,
18678,2024,47.22.06.031.00,Удобрение 31,17878298734.31,м3,2614690.0,2024-06-13,
4946,2023,47.22.06.033.00,Удобрение 10,42687008.91,кг,9100.0,2023-05-11,0.0
1010,2023,47.22.06.034.00,Удобрение 49,130466.03,т,1108.25,2023-02-24,
1011,2023,47.22.06.034.00,Удобрение 49,130466.03,т,1108.25,2023-02-24,
1603,2023,47.22.06.034.00,Удобрение 49,103684.16,т,880.75,2023-03-30,
1604,2023,47.22.06.034.00,Удобрение 49,103684.16,т,880.75,2023-03-30,
4844,2023,47.22.06.034.00,Удобрение 49,35093.24,т,74.53,2023-05-10,
990,2023,47.22.06.035.00,Удобрение 49,27023.86,т,716.82,2023-01-03,
991,2023,47.22.06.035.00,Удобрение 49,18015.85,т,477.88,2023-01-03,
1003,2023,47.22.06.035.00,Удобрение 49,125072.19,т,829.4,2023-01-30,
1638,2023,47.22.06.035.00,Удобрение 49,22318.95,т,592.02,2023-03-31,
1639,2023,47.22.06.035.00,Удобрение 49,14879.25,т,394.68,2023-03-31,
179,2023,47.22.06.036.01,Удобрение 31,7800.0,м3,312.0,2022-07-27,0.49
194,2023,47.22.06.036.01,Удобрение 31,7007.0,м3,143.0,2022-07-29,0.49
703,2023,47.22.06.036.01,Удобрение 31,4647.5,м3,185.9,2022-10-04,0.49
5608,2023,47.22.06.036.01,Удобрение 38,325894.67,кг,3226.6,2023-05-15,0.49
11805,2024,47.22.06.036.01,Удобрение 31,86660145.0,кг,858000.0,2023-10-03,
684,2023,47.22.06.036.02,Удобрение 49,21021.0,т,429.0,2022-09-30,
685,2023,47.22.06.036.02,Удобрение 49,232300.45,т,429.0,2022-09-30,
1736,2023,47.22.06.036.02,Удобрение 49,1201204.59,т,2218.32,2023-04-03,
1737,2023,47.22.06.036.02,Удобрение 49,800802.96,т,1478.88,2023-04-03,
3663,2023,47.22.06.036.02,Удобрение 49,633828.33,т,1170.52,2023-05-01,
3664,2023,47.22.06.036.02,Удобрение 49,796860.95,т,1471.6,2023-05-01,
3773,2023,47.22.06.036.02,Удобрение 49,1195291.43,т,2207.4,2023-05-02,
10215,2023,47.22.06.036.02,Удобрение 49,950742.34,т,1755.78,2023-07-26,
13037,2024,47.22.06.036.02,Удобрение 31,7577218448.28,кг,3498300.0,2023-11-09,
13571,2024,47.22.06.036.02,Удобрение 31,3145187500.0,кг,2567500.0,2024-03-16,
5609,2023,47.22.06.037.00,Удобрение 38,2499788.98,кг,6363.5,2023-05-15,0.3275
116,2023,47.22.06.038.00,Удобрение 49,103297.49,т,722.15,2022-07-17,0.3875
117,2023,47.22.06.038.00,Удобрение 49,103297.49,т,722.15,2022-07-17,0.3875
5610,2023,47.22.06.038.00,Удобрение 38,4466630.22,кг,7800.0,2023-05-15,0.3875
9972,2023,47.22.06.038.00,Удобрение 49,50228.1,т,620.1,2023-07-19,0.3875
9973,2023,47.22.06.038.00,Удобрение 49,50228.1,т,620.1,2023-07-19,0.3875
10843,2024,47.22.06.038.00,Удобрение 10,2977753.48,кг,5200.0,2023-09-05,0.5525
14043,2024,47.22.06.038.00,Удобрение 57,2605534.3,кг,4550.0,2024-04-05,0.5525
585,2023,47.22.06.040.00,Удобрение 14,2270257.33,кг,125.81,2022-09-09,0.21
4009,2023,47.22.06.040.00,Удобрение 15,445700.36,т,24.7,2023-05-04,0.21
9108,2023,47.22.06.040.00,Удобрение 15,314335.69,т,17.42,2023-06-23,0.21
16472,2024,47.22.06.040.00,Удобрение 57,304952876.41,кг,16900.0,2024-05-04,
586,2023,47.22.06.041.00,Удобрение 14,2488933.55,кг,133.09,2022-09-09,0.24333333333333332
3879,2023,47.22.06.041.00,Удобрение 15,498370.88,т,26.65,2023-05-03,0.24333333333333332
9109,2023,47.22.06.041.00,Удобрение 15,2417702.67,т,129.29,2023-06-23,0.24333333333333332
13946,2024,47.22.06.041.00,Удобрение 49,82937.74,т,24.65,2024-04-02,
16402,2024,47.22.06.041.00,Удобрение 57,316039506.25,кг,16900.0,2024-05-03,
10882,2023,47.22.06.043.01,Удобрение 49,930443.97,т,1628.9,2023-09-07,
11039,2023,47.22.06.043.01,Удобрение 49,799180.2,т,1812.2,2023-09-16,
5062,2023,47.22.06.043.02,Удобрение 49,1543127.3,т,1773.2,2023-05-12,
7932,2023,47.22.06.043.02,Удобрение 49,1642683.9,т,1887.6,2023-06-07,
720,2023,47.22.06.044.00,Удобрение 49,164088.13,т,228.8,2022-10-07,1.39
721,2023,47.22.06.044.00,Удобрение 49,164088.13,т,228.8,2022-10-07,1.39
7278,2023,47.22.06.044.00,Удобрение 57,59668410.88,кг,20800.0,2023-05-28,1.39
16708,2024,47.22.06.044.00,Удобрение 49,160977.85,т,56.12,2024-05-09,
17258,2024,47.22.06.044.00,Удобрение 10,18646378.4,кг,6500.0,2024-05-19,
10814,2024,47.22.06.045.00,Удобрение 10,57471961.3,кг,13000.0,2023-09-04,0.44
14044,2024,47.22.06.045.00,Удобрение 57,57471961.3,кг,13000.0,2024-04-05,0.44
10815,2024,47.22.06.046.01,Удобрение 10,26459613.44,кг,10400.0,2023-09-04,0.3425
15156,2024,47.22.06.046.01,Удобрение 57,26459613.44,кг,10400.0,2024-04-19,0.3425
5063,2023,47.22.06.048.00,Удобрение 10,993.73,кг,2.6,2023-05-12,0.22
15399,2024,47.22.06.049.02,Удобрение 49,483730.0,т,130.0,2024-04-22,
15400,2024,47.22.06.049.02,Удобрение 31,4261491585.0,кг,650000.0,2024-04-22,
4947,2023,47.22.06.049.03,Удобрение 10,6746690.08,кг,5200.0,2023-05-11,0.5866666666666667
4948,2023,47.22.06.050.00,Удобрение 10,78603182.55,кг,10660.0,2023-05-11,0.0
10844,2024,47.22.06.050.01,Удобрение 10,5955506.96,кг,10400.0,2023-09-05,0.69
16286,2024,50.33.01.005.01,Удобрение 57,89852.91,кг,260.0,2024-05-02,2.4379999999999997
19622,2024,50.33.01.005.01,Удобрение 24,292.5,л,1.3,2024-07-03,2.4379999999999997
19623,2024,50.33.01.005.01,Удобрение 24,16.75,л,1.3,2024-07-03,2.4379999999999997
4442,2023,50.33.01.007.00,Удобрение 38,20344.92,кг,208.0,2023-05-07,8.285
4443,2023,50.33.01.007.00,Удобрение 38,51139.38,кг,208.0,2023-05-07,8.285
8111,2023,50.33.01.007.00,Удобрение 24,60.53,л,1.95,2023-06-09,8.285
8112,2023,50.33.01.007.00,Удобрение 45,60.53,л,1.95,2023-06-09,8.285
8113,2023,50.33.01.007.00,Удобрение 24,780.0,л,1.95,2023-06-09,8.285
8114,2023,50.33.01.007.00,Удобрение 45,780.0,л,1.95,2023-06-09,8.285
14872,2024,50.33.01.007.00,Удобрение 57,169994.47,кг,260.0,2024-04-16,1.886
19313,2024,50.33.01.007.00,Удобрение 23,849.97,л,1.3,2024-06-27,1.886
4298,2023,50.33.01.011.00,Удобрение 38,1957072.0,кг,208.0,2023-05-06,
7761,2023,50.33.01.011.01,Удобрение 24,780.0,л,1.95,2023-06-04,8.64
7762,2023,50.33.01.011.01,Удобрение 45,780.0,л,1.95,2023-06-04,8.64
7763,2023,50.33.01.011.01,Удобрение 45,780.0,л,1.95,2023-06-04,8.64
7764,2023,50.33.01.011.01,Удобрение 24,780.0,л,1.95,2023-06-04,8.64
7804,2023,50.33.01.011.01,Удобрение 24,3775.2,л,1.95,2023-06-05,8.64
7805,2023,50.33.01.011.01,Удобрение 45,3775.2,л,1.95,2023-06-05,8.64
7806,2023,50.33.01.011.01,Удобрение 45,1123.2,л,1.95,2023-06-05,8.64
7807,2023,50.33.01.011.01,Удобрение 24,1123.2,л,1.95,2023-06-05,8.64
16113,2024,50.33.01.011.01,Удобрение 57,3206346.65,кг,260.0,2024-04-30,1.6691666666666667
19417,2024,50.33.01.011.01,Удобрение 24,13791.7,л,1.3,2024-06-29,1.6691666666666667
19554,2024,50.33.01.011.01,Удобрение 24,84.24,л,1.3,2024-07-02,1.6691666666666667
20163,2024,50.33.01.011.01,Удобрение 24,520.0,л,1.3,2024-07-22,1.6691666666666667
20174,2024,50.33.01.011.01,Удобрение 24,2190.63,л,1.3,2024-07-23,1.6691666666666667
20175,2024,50.33.01.011.01,Удобрение 24,3250.0,л,1.3,2024-07-23,1.6691666666666667
5064,2023,50.33.01.012.00,Удобрение 38,1934.92,кг,208.0,2023-05-12,4.99
7808,2023,50.33.01.012.00,Удобрение 45,18.16,л,1.95,2023-06-05,4.99
7809,2023,50.33.01.012.00,Удобрение 24,18.16,л,1.95,2023-06-05,4.99
16201,2024,50.33.01.012.00,Удобрение 57,2418.65,кг,260.0,2024-05-01,1.14
19015,2024,50.33.01.012.00,Удобрение 24,18.16,л,1.95,2024-06-19,1.14
4444,2023,50.33.01.014.00,Удобрение 38,510682.12,кг,208.0,2023-05-07,9.23
8115,2023,50.33.01.014.00,Удобрение 45,2388.75,л,1.95,2023-06-09,9.23
8116,2023,50.33.01.014.00,Удобрение 24,2388.75,л,1.95,2023-06-09,9.23
8117,2023,50.33.01.014.00,Удобрение 45,412.91,л,1.95,2023-06-09,9.23
8118,2023,50.33.01.014.00,Удобрение 24,412.91,л,1.95,2023-06-09,9.23
14873,2024,50.33.01.014.01,Удобрение 57,270751.75,кг,260.0,2024-04-16,1.83
19314,2024,50.33.01.014.01,Удобрение 23,1353.76,л,1.3,2024-06-27,1.83
14874,2024,50.33.01.014.02,Удобрение 57,77635.58,кг,260.0,2024-04-16,2.6175
19315,2024,50.33.01.014.02,Удобрение 23,388.18,л,1.3,2024-06-27,2.6175
7810,2023,50.33.01.016.00,Удобрение 24,32449.95,л,1.95,2023-06-05,
8716,2023,50.33.01.016.00,Удобрение 24,195.0,л,1.95,2023-06-17,
8717,2023,50.33.01.016.00,Удобрение 24,195.0,л,1.95,2023-06-17,
8803,2023,50.33.01.016.00,Удобрение 24,780.0,л,1.95,2023-06-18,
8804,2023,50.33.01.016.00,Удобрение 24,4171.47,л,1.95,2023-06-18,
8805,2023,50.33.01.016.00,Удобрение 24,4875.0,л,1.95,2023-06-18,
12515,2024,50.33.01.016.00,Удобрение 16,3016660.16,кг,162.5,2023-10-16,
12677,2024,50.33.01.016.00,Удобрение 14,1067820.0,кг,195.0,2023-10-20,
16776,2024,50.33.01.016.00,Удобрение 13,554133.94,кг,143.0,2024-05-10,
18359,2024,50.33.01.016.01,Удобрение 24,12169.95,л,1.95,2024-06-05,5.7725
18360,2024,50.33.01.016.01,Удобрение 24,5358.32,л,1.95,2024-06-05,5.7725
